competition,season,round,date,kickoff_time,home_team,away_team,home_score,away_score,ht_home_score,ht_away_score,winner,home_goals_minutes,away_goals_minutes,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_xg,away_xg,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_possession,away_possession,source_name,source_url,secondary_source_url,collected_at,confidence
Brasileirão Série B,2026,8,2026-05-10,18:30,Avaí,Fortaleza,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,8,2026-05-10,19:30,Novorizontino,Botafogo-SP,1,0,0,0,Novorizontino,57,,9,6,3,1,1.04,0.2,,,,,,,46,54,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,8,2026-05-12,,Londrina,São Bernardo,1,3,,,São Bernardo,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,9,2026-05-16,16:00,Operário-PR,Náutico,2,6,,,Náutico,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,9,2026-05-16,,São Bernardo,América-MG,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,9,2026-05-16,18:30,Goiás,Botafogo-SP,1,0,,,Goiás,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,9,2026-05-16,20:30,Cuiabá,Novorizontino,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,9,2026-05-17,16:00,Athletic Club,Juventude,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,9,2026-05-17,18:00,Vila Nova,Avaí,2,0,,,Vila Nova,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,9,2026-05-17,18:30,Criciúma,Atlético-GO,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,9,2026-05-17,20:30,Ceará,Fortaleza,2,1,,,Ceará,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,9,2026-05-17,,Sport,CRB,1,2,,,CRB,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,9,2026-05-18,19:00,Ponte Preta,Londrina,1,4,0,1,Londrina,90+4,24|66|88|90+3,16,19,5,9,1.22,1.99,,,,,,,54,46,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,10,2026-05-22,19:00,Náutico,Cuiabá,1,0,,,Náutico,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,10,2026-05-23,16:00,Novorizontino,Ceará,2,1,,,Novorizontino,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,10,2026-05-23,18:30,Fortaleza,Londrina,3,0,,,Fortaleza,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,10,2026-05-23,20:30,Juventude,Sport,0,1,,,Sport,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,10,2026-05-24,16:00,Atlético-GO,São Bernardo,0,1,,,São Bernardo,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,10,2026-05-24,16:30,CRB,Ponte Preta,4,2,,,CRB,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,10,2026-05-24,18:30,América-MG,Vila Nova,1,2,,,Vila Nova,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,10,2026-05-24,19:00,Avaí,Goiás,0,2,,,Goiás,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,10,2026-05-24,20:30,Operário-PR,Criciúma,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,10,2026-05-25,19:00,Botafogo-SP,Athletic Club,1,2,,,Athletic Club,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,11,2026-05-29,21:00,Juventude,América-MG,3,0,,,Juventude,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,11,2026-05-30,16:00,Avaí,Criciúma,1,2,,,Criciúma,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,11,2026-05-30,18:00,Athletic Club,Fortaleza,1,0,,,Athletic Club,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,11,2026-05-30,20:30,Sport,Náutico,2,0,,,Sport,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,11,2026-05-31,11:00,Londrina,Vila Nova,0,1,,,Vila Nova,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,11,2026-05-31,,São Bernardo,Novorizontino,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,11,2026-05-31,16:00,Atlético-GO,Goiás,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,11,2026-05-31,,Ceará,Operário-PR,1,2,,,Operário-PR,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,11,2026-05-31,20:30,Cuiabá,CRB,2,0,,,Cuiabá,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,11,2026-06-01,19:00,Ponte Preta,Botafogo-SP,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,12,2026-06-05,20:00,Operário-PR,Juventude,2,1,,,Operário-PR,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,12,2026-06-06,11:00,Criciúma,Londrina,1,0,,,Criciúma,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,12,2026-06-07,16:00,CRB,São Bernardo,2,3,,,São Bernardo,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,12,2026-06-08,20:00,América-MG,Atlético-GO,1,2,,,Atlético-GO,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,12,2026-06-08,,Vila Nova,Botafogo-SP,1,0,,,Vila Nova,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,12,2026-06-09,19:00,Náutico,Fortaleza,0,1,0,1,Fortaleza,,44,31,4,10,1,1.99,0.19,,,,,,2,73,27,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,12,2026-06-09,,Ponte Preta,Cuiabá,1,2,,,Cuiabá,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,12,2026-06-10,20:00,Ceará,Avaí,2,1,,,Ceará,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,12,2026-06-10,,Goiás,Novorizontino,0,4,,,Novorizontino,,,22,14,6,6,2.08,2.72,,,,,,,71,29,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,12,2026-06-10,21:00,Sport,Athletic Club,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,13,2026-06-12,19:00,Atlético-GO,CRB,3,3,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,13,2026-06-14,11:00,Juventude,Ponte Preta,3,0,,,Juventude,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,13,2026-06-14,,São Bernardo,Sport,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,13,2026-06-14,16:00,Athletic Club,Goiás,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,13,2026-06-14,17:00,Cuiabá,Vila Nova,1,0,,,Cuiabá,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,13,2026-06-14,19:00,Botafogo-SP,Operário-PR,2,1,,,Botafogo-SP,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,13,2026-06-14,,Novorizontino,Náutico,2,2,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,13,2026-06-15,21:00,Criciúma,Ceará,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,13,2026-06-15,,Londrina,Avaí,3,2,,,Londrina,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,13,2026-06-16,20:00,Fortaleza,América-MG,0,3,,,América-MG,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,14,2026-06-18,21:00,Sport,Atlético-GO,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,14,2026-06-20,11:00,Londrina,Athletic Club,2,0,,,Londrina,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,14,2026-06-20,19:00,Ceará,Botafogo-SP,0,1,,,Botafogo-SP,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,14,2026-06-20,,Vila Nova,Náutico,4,3,,,Vila Nova,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,14,2026-06-21,11:00,Avaí,Cuiabá,1,0,,,Avaí,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,14,2026-06-21,16:00,CRB,Fortaleza,1,1,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,14,2026-06-21,17:00,São Bernardo,Juventude,0,1,,,Juventude,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,14,2026-06-21,18:30,Goiás,Operário-PR,0,3,,,Operário-PR,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,14,2026-06-22,20:00,Ponte Preta,Novorizontino,0,2,,,Novorizontino,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,14,2026-06-23,,América-MG,Criciúma,0,1,,,Criciúma,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,15,2026-06-25,20:30,Cuiabá,Londrina,2,2,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,15,2026-06-26,19:00,Novorizontino,Vila Nova,2,1,,,Novorizontino,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,15,2026-06-27,11:00,Operário-PR,América-MG,1,0,,,Operário-PR,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,15,2026-06-27,16:00,Criciúma,São Bernardo,1,0,,,Criciúma,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,15,2026-06-28,16:00,Athletic Club,Avaí,1,0,,,Athletic Club,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,15,2026-06-28,,Atlético-GO,Ponte Preta,2,0,,,Atlético-GO,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,15,2026-06-28,,Juventude,Ceará,2,0,,,Juventude,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,15,2026-06-28,18:30,Fortaleza,Sport,2,1,,,Fortaleza,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,15,2026-06-28,,Náutico,Goiás,0,1,,,Goiás,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,15,2026-06-30,20:00,Botafogo-SP,CRB,0,1,,,CRB,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,16,2026-07-02,20:00,Cuiabá,América-MG,1,0,0,0,Cuiabá,90,,15,9,6,1,1.11,0.44,7,2,,,,1,56,44,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,16,2026-07-02,21:00,Fortaleza,Ponte Preta,2,0,,,Fortaleza,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,16,2026-07-04,16:00,Criciúma,Sport,1,0,,,Criciúma,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,16,2026-07-04,,Londrina,CRB,5,0,,,Londrina,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,16,2026-07-04,,Novorizontino,Atlético-GO,3,0,,,Novorizontino,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,16,2026-07-04,20:00,Goiás,Ceará,2,0,1,0,Goiás,11|80,,5,16,3,0,0.52,0.64,2,14,,,,,38,62,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
