competition,season,round,date,kickoff_time,home_team,away_team,home_score,away_score,ht_home_score,ht_away_score,winner,home_goals_minutes,away_goals_minutes,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_xg,away_xg,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_possession,away_possession,source_name,source_url,secondary_source_url,collected_at,confidence
Brasileirão Série A,2024,8,2024-06-13,20:00,Flamengo,Grêmio,2,1,,,Flamengo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,8,2024-06-13,20:04,Internacional,São Paulo,0,0,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,8,2024-06-13,21:30,Palmeiras,Vasco,2,0,,,Palmeiras,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,8,2024-06-13,21:31,Bahia,Fortaleza,1,0,,,Bahia,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,9,2024-06-15,18:29,Bragantino,Juventude,2,1,,,Bragantino,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,9,2024-06-15,21:00,Fluminense,Atlético-GO,1,2,,,Atlético-GO,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,9,2024-06-16,16:00,Athletico-PR,Flamengo,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,9,2024-06-16,16:01,Corinthians,São Paulo,2,2,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,9,2024-06-16,16:01,Vitória,Internacional,2,1,,,Vitória,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,9,2024-06-16,18:29,Cuiabá,Fortaleza,5,0,,,Cuiabá,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,9,2024-06-16,18:30,Grêmio,Botafogo,1,2,,,Botafogo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,9,2024-06-16,18:31,Criciúma,Bahia,2,2,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,9,2024-06-16,18:31,Vasco,Cruzeiro,0,0,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,9,2024-06-17,20:31,Atlético-MG,Palmeiras,0,4,,,Palmeiras,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,10,2024-06-19,19:00,Atlético-GO,Criciúma,1,2,,,Criciúma,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,10,2024-06-19,19:00,Botafogo,Athletico-PR,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,10,2024-06-19,20:00,Fortaleza,Grêmio,1,0,,,Fortaleza,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,10,2024-06-19,20:01,São Paulo,Cuiabá,0,1,,,Cuiabá,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,10,2024-06-19,20:04,Juventude,Vasco,2,0,,,Juventude,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,10,2024-06-19,21:30,Cruzeiro,Fluminense,2,0,,,Cruzeiro,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,10,2024-06-19,21:33,Internacional,Corinthians,1,0,,,Internacional,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,10,2024-06-20,18:30,Vitória,Atlético-MG,4,2,,,Vitória,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,10,2024-06-20,20:00,Flamengo,Bahia,2,1,,,Flamengo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,10,2024-06-20,21:30,Palmeiras,Bragantino,2,1,,,Palmeiras,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,11,2024-06-22,16:01,Criciúma,Botafogo,2,1,,,Criciúma,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,11,2024-06-22,17:31,Grêmio,Internacional,0,1,,,Internacional,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,11,2024-06-22,18:30,Cuiabá,Atlético-GO,0,0,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,11,2024-06-22,21:31,Vasco,São Paulo,4,1,,,Vasco,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,11,2024-06-23,16:00,Athletico-PR,Corinthians,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,11,2024-06-23,16:00,Fluminense,Flamengo,0,1,,,Flamengo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,11,2024-06-23,16:02,Bahia,Cruzeiro,4,1,,,Bahia,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,11,2024-06-23,18:30,Atlético-MG,Fortaleza,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,11,2024-06-23,18:30,Palmeiras,Juventude,3,1,,,Palmeiras,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,11,2024-06-23,18:31,Bragantino,Vitória,2,1,,,Bragantino,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,12,2024-06-26,19:00,Botafogo,Bragantino,2,1,,,Botafogo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,12,2024-06-26,19:00,Cruzeiro,Athletico-PR,2,0,,,Cruzeiro,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,12,2024-06-26,20:00,Atlético-GO,Grêmio,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,12,2024-06-26,20:00,Juventude,Flamengo,2,1,,,Juventude,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,12,2024-06-26,20:02,Corinthians,Cuiabá,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,12,2024-06-26,21:30,Bahia,Vasco,2,1,,,Bahia,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,12,2024-06-26,21:30,Fortaleza,Palmeiras,3,0,,,Fortaleza,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,12,2024-06-26,21:34,Internacional,Atlético-MG,1,2,,,Atlético-MG,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,12,2024-06-27,19:00,Fluminense,Vitória,0,1,,,Vitória,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,12,2024-06-27,20:02,São Paulo,Criciúma,2,1,,,São Paulo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,13,2024-06-29,18:30,Vasco,Botafogo,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,13,2024-06-29,18:31,Cuiabá,Bragantino,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,13,2024-06-30,11:02,Atlético-MG,Atlético-GO,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,13,2024-06-30,16:00,Fortaleza,Juventude,2,1,,,Fortaleza,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,13,2024-06-30,16:00,Grêmio,Fluminense,1,0,,,Grêmio,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,13,2024-06-30,16:03,São Paulo,Bahia,3,1,,,São Paulo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,13,2024-06-30,18:29,Flamengo,Cruzeiro,2,1,,,Flamengo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,13,2024-06-30,18:31,Criciúma,Internacional,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,13,2024-06-30,18:31,Vitória,Athletico-PR,0,1,,,Athletico-PR,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,13,2024-07-01,20:00,Palmeiras,Corinthians,2,0,,,Palmeiras,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,14,2024-07-03,19:00,Cuiabá,Botafogo,1,2,,,Botafogo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,14,2024-07-03,20:00,Vasco,Fortaleza,2,0,,,Vasco,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,14,2024-07-03,20:02,Criciúma,Cruzeiro,1,0,,,Criciúma,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,14,2024-07-03,21:30,Atlético-MG,Flamengo,2,4,,,Flamengo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,14,2024-07-03,21:30,Bragantino,Atlético-GO,3,1,,,Bragantino,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,14,2024-07-03,21:31,Athletico-PR,São Paulo,1,2,,,São Paulo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,14,2024-07-04,19:00,Grêmio,Palmeiras,2,2,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,14,2024-07-04,19:02,Bahia,Juventude,2,0,,,Bahia,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,14,2024-07-04,20:00,Fluminense,Internacional,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,14,2024-07-04,20:03,Corinthians,Vitória,3,2,,,Corinthians,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,15,2024-07-06,20:00,Flamengo,Cuiabá,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,15,2024-07-06,20:03,São Paulo,Bragantino,2,0,,,São Paulo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,15,2024-07-07,15:59,Fortaleza,Fluminense,1,0,,,Fortaleza,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,15,2024-07-07,16:00,Cruzeiro,Corinthians,3,0,,,Cruzeiro,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,15,2024-07-07,16:00,Juventude,Grêmio,3,0,,,Juventude,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,15,2024-07-07,18:01,Internacional,Vasco,1,2,,,Vasco,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,15,2024-07-07,18:30,Atlético-GO,Athletico-PR,1,2,,,Athletico-PR,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,15,2024-07-07,18:30,Palmeiras,Bahia,2,0,,,Palmeiras,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,15,2024-07-07,18:31,Vitória,Criciúma,2,1,,,Vitória,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,15,2024-07-07,20:30,Botafogo,Atlético-MG,3,0,,,Botafogo,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,16,2024-07-10,18:30,Grêmio,Cruzeiro,0,2,,,Cruzeiro,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,16,2024-07-10,19:00,Athletico-PR,Bahia,1,3,,,Bahia,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
Brasileirão Série A,2024,16,2024-07-10,19:01,Vasco,Corinthians,2,0,,,Vasco,,,,,,,,,,,,,,,,,CBF / ge historical match matrix,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2024?documento=Tabela+Detalhada,https://github.com/williamorim/brasileirao,2026-09-10T19:36:00-03:00,HIGH
