competition,season,round,date,kickoff_time,home_team,away_team,home_score,away_score,ht_home_score,ht_away_score,winner,home_goals_minutes,away_goals_minutes,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_xg,away_xg,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_possession,away_possession,source_name,source_url,secondary_source_url,collected_at,confidence
Brasileirão Série A,2025,7,2025-05-03,19:30,Corinthians,Internacional,4,2,,,HOME,,,22,8,,,,,3,7,3,3,0,1,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,7,2025-05-03,19:30,Fluminense,Sport,2,1,,,HOME,,,20,11,,,,,10,6,1,5,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,7,2025-05-03,22:00,Bahia,Botafogo,1,0,,,HOME,,,9,16,,,,,3,3,3,4,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,7,2025-05-04,17:00,Grêmio,Santos,1,0,,,HOME,,,8,13,,,,,3,6,5,3,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,7,2025-05-04,17:00,Vasco da Gama,Palmeiras,0,1,,,AWAY,,,13,16,,,,,7,11,2,0,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,7,2025-05-04,19:30,Cruzeiro,Flamengo,2,1,,,HOME,,,17,6,,,,,6,5,4,2,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,7,2025-05-05,20:00,Red Bull Bragantino,Mirassol,1,0,,,HOME,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,7,2025-05-05,21:00,Juventude,Atlético-MG,0,1,,,AWAY,,,13,26,,,,,3,5,2,2,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,8,2025-05-10,17:00,Fortaleza,Juventude,5,0,,,HOME,,,20,4,,,,,5,4,3,4,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,8,2025-05-10,19:30,Grêmio,Red Bull Bragantino,1,1,,,DRAW,,,16,11,,,,,6,4,1,3,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,8,2025-05-10,19:30,Mirassol,Corinthians,2,1,,,HOME,,,14,10,,,,,4,5,2,5,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,8,2025-05-10,19:30,Vitória,Vasco da Gama,2,1,,,HOME,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,8,2025-05-10,22:00,Flamengo,Bahia,1,0,,,HOME,,,14,6,,,,,8,2,0,1,1,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,8,2025-05-11,17:00,Sport,Cruzeiro,0,4,,,AWAY,,,11,17,,,,,7,4,1,0,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,8,2025-05-11,18:30,Atlético-MG,Fluminense,3,2,,,HOME,,,14,5,,,,,10,0,2,2,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,8,2025-05-11,18:30,Palmeiras,São Paulo,1,0,,,HOME,,,17,6,,,,,10,1,1,2,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,8,2025-05-11,21:00,Botafogo,Internacional,4,0,,,HOME,,,12,19,,,,,2,7,0,1,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,8,2025-05-12,21:00,Santos,Ceará,0,0,,,DRAW,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,9,2025-05-17,17:00,Ceará,Sport,2,0,,,HOME,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,9,2025-05-17,19:30,Vasco da Gama,Fortaleza,3,0,,,HOME,,,14,10,,,,,4,7,2,1,1,1,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,9,2025-05-17,22:00,São Paulo,Grêmio,2,1,,,HOME,,,20,3,,,,,8,3,4,5,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,9,2025-05-18,17:00,Bahia,Vitória,2,1,,,HOME,,,8,23,,,,,1,10,3,4,1,1,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,9,2025-05-18,17:00,Corinthians,Santos,1,0,,,HOME,,,11,6,,,,,5,3,2,6,0,1,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,9,2025-05-18,17:00,Juventude,Fluminense,1,1,,,DRAW,,,9,17,,,,,5,5,4,3,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,9,2025-05-18,19:30,Flamengo,Botafogo,0,0,,,DRAW,,,15,8,,,,,7,3,1,5,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,9,2025-05-18,19:30,Red Bull Bragantino,Palmeiras,1,2,,,AWAY,,,9,15,,,,,8,12,2,2,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,9,2025-05-18,21:30,Cruzeiro,Atlético-MG,0,0,,,DRAW,,,21,7,,,,,15,1,1,5,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,9,2025-05-18,21:30,Internacional,Mirassol,1,1,,,DRAW,,,25,8,,,,,6,2,2,4,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,10,2025-05-24,19:30,Fluminense,Vasco da Gama,2,1,,,HOME,,,17,7,,,,,6,2,4,3,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,10,2025-05-24,19:30,São Paulo,Mirassol,0,2,,,AWAY,,,13,6,,,,,5,4,4,1,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,10,2025-05-24,22:00,Atlético-MG,Corinthians,0,0,,,DRAW,,,13,6,,,,,1,1,2,4,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,10,2025-05-25,12:00,Grêmio,Bahia,1,0,,,HOME,,,9,16,,,,,4,17,4,4,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,10,2025-05-25,17:00,Palmeiras,Flamengo,0,2,,,AWAY,,,13,7,,,,,3,3,4,2,0,0,,,Sofascore-derived structured public dataset (leoruy-code/estatisticas),https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,10,2025-05-25,17:00,Sport,Internacional,1,1,,,DRAW,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,10,2025-05-25,19:30,Vitória,Santos,0,1,,,AWAY,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,10,2025-05-25,21:30,Fortaleza,Cruzeiro,0,2,,,AWAY,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,10,2025-05-26,21:00,Red Bull Bragantino,Juventude,1,0,,,HOME,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,10,2025-06-04,21:00,Botafogo,Ceará,3,2,,,HOME,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,11,2025-05-31,19:30,Bahia,São Paulo,2,1,,,HOME,,,9,11,,,,,5,3,1,2,0,0,59,41,Brasileirao_Dataset public structured match stats (Adaoduque),https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,https://raw.githubusercontent.com/adaoduque/Brasileirao_Dataset/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,11,2025-05-31,22:00,Vasco da Gama,Red Bull Bragantino,0,2,,,AWAY,,,20,4,,,,,7,3,1,2,0,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,11,2025-06-01,12:00,Mirassol,Sport,1,0,,,HOME,,,12,10,,,,,2,7,4,1,0,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,11,2025-06-01,17:00,Juventude,Grêmio,0,2,,,AWAY,,,15,21,,,,,5,7,2,2,0,0,59,41,Brasileirao_Dataset public structured match stats (Adaoduque),https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,https://raw.githubusercontent.com/adaoduque/Brasileirao_Dataset/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,11,2025-06-01,17:00,Santos,Botafogo,0,1,,,AWAY,,,15,11,,,,,5,4,3,2,1,0,40,60,Brasileirao_Dataset public structured match stats (Adaoduque),https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,https://raw.githubusercontent.com/adaoduque/Brasileirao_Dataset/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,11,2025-06-01,19:30,Ceará,Atlético-MG,0,1,,,AWAY,,,9,12,,,,,8,8,1,3,0,1,45,55,Brasileirao_Dataset public structured match stats (Adaoduque),https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,https://raw.githubusercontent.com/adaoduque/Brasileirao_Dataset/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,11,2025-06-01,19:30,Corinthians,Vitória,0,0,,,DRAW,,,10,7,,,,,8,3,2,4,0,0,70,30,Brasileirao_Dataset public structured match stats (Adaoduque),https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,https://raw.githubusercontent.com/adaoduque/Brasileirao_Dataset/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,11,2025-06-01,19:30,Flamengo,Fortaleza,5,0,,,HOME,,,12,12,,,,,2,4,1,1,0,0,64,36,Brasileirao_Dataset public structured match stats (Adaoduque),https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,https://raw.githubusercontent.com/adaoduque/Brasileirao_Dataset/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,11,2025-06-01,20:30,Cruzeiro,Palmeiras,2,1,,,HOME,,,12,13,,,,,5,13,3,3,0,0,45,55,Brasileirao_Dataset public structured match stats (Adaoduque),https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,https://raw.githubusercontent.com/adaoduque/Brasileirao_Dataset/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,11,2025-06-01,21:30,Internacional,Fluminense,0,2,,,AWAY,,,15,8,,,,,9,1,1,0,0,0,48,52,Brasileirao_Dataset public structured match stats (Adaoduque),https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,https://raw.githubusercontent.com/adaoduque/Brasileirao_Dataset/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,12,2025-06-12,20:00,Red Bull Bragantino,Bahia,0,3,,,AWAY,,,9,14,,,,,4,1,2,2,1,0,,,Sofascore via leoruy-code/estatisticas,https://github.com/leoruy-code/estatisticas/blob/main/data/matches.csv,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,MEDIUM
Brasileirão Série A,2025,12,2025-06-12,20:00,Vitória,Cruzeiro,0,0,,,DRAW,,,8,17,,,,,9,4,2,2,0,1,52,48,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,12,2025-06-12,20:30,Fortaleza,Santos,2,3,,,AWAY,,,32,7,,,,,15,0,5,3,0,0,58,42,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,12,2025-06-12,21:00,Grêmio,Corinthians,1,1,,,DRAW,,,18,11,,,,,4,6,2,3,0,0,41,59,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,12,2025-06-12,22:30,Atlético-MG,Internacional,2,0,,,HOME,,,12,10,,,,,6,5,4,3,0,0,54,46,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,12,2025-06-12,22:30,São Paulo,Vasco da Gama,1,3,,,AWAY,,,9,12,,,,,4,3,4,2,0,0,49,51,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,12,2025-09-17,20:30,Botafogo,Mirassol,3,3,,,DRAW,,,13,12,,,,,6,5,4,1,0,0,51,49,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,12,2025-10-11,20:00,Palmeiras,Juventude,4,1,,,HOME,,,16,6,,,,,6,0,1,2,0,0,62,38,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,12,2025-10-29,19:00,Fluminense,Ceará,1,0,,,HOME,,,11,6,,,,,9,3,5,2,0,0,60,40,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://github.com/adaoduque/Brasileirao_Dataset/blob/master/data/brasileirao-2025.json,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,12,2025-11-01,21:00,Flamengo,Sport,3,0,,,HOME,,,,,,,,,,,,,,,,,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,13,2025-07-12,17:30,Flamengo,São Paulo,2,0,,,HOME,,,19,3,,,,,7,1,2,2,0,0,59,41,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,13,2025-07-12,17:30,Internacional,Vitória,1,0,,,HOME,,,18,4,,,,,2,5,2,1,0,0,58,42,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,13,2025-07-12,19:30,Vasco da Gama,Botafogo,0,2,,,AWAY,,,8,18,,,,,5,3,2,2,0,0,63,37,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,13,2025-07-12,22:00,Bahia,Atlético-MG,2,1,,,HOME,,,16,10,,,,,4,7,2,2,0,0,46,54,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,13,2025-07-13,20:00,Corinthians,Red Bull Bragantino,1,2,,,AWAY,,,13,7,,,,,10,2,6,5,0,0,58,42,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,13,2025-07-13,21:30,Cruzeiro,Grêmio,4,1,,,HOME,,,14,9,,,,,6,3,4,2,0,0,56,44,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,13,2025-07-13,21:30,Fortaleza,Ceará,0,1,,,AWAY,,,12,14,,,,,3,5,2,4,0,0,60,40,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
Brasileirão Série A,2025,13,2025-07-14,21:00,Juventude,Sport,2,0,,,HOME,,,6,18,,,,,1,8,3,3,0,0,36,64,CBF + fontes públicas de resultados 2025,https://www.cbf.com.br/futebol-brasileiro/tabelas/campeonato-brasileiro/serie-a/2025/1779?documento=Regulamento,https://raw.githubusercontent.com/marcioklipper/brasileirao-bot/main/brasileirao_2025_completo.csv,2026-09-09T16:47:00-03:00,HIGH
